estate,estate_eng,estate_chi,t_pop,pop_m,pop_f,sr,age_1,age_2,age_3,age_4,age_5,t_ma,ma_m,ma_f,born_hk,born_chi,born_else,ethn_chi,ethn_phi,ethn_ind,ethn_wh,ethn_oth,ms_nm_m,ms_ma_m,ms_wds_m,ms_nm_f,ms_m_f,ms_wds_f,ul_can,ul_put,ul_othchi,ul_eng,ul_oth,readchi_ablepctn,readeng_ablepctn,writechi_ablepctn,writeeng_ablepctn,edu_pri_be,edu_sec,edu_psec,pls_same,pls_diff_hk,pls_diff_kln,pls_diff_nt,s_diff_oth,t_wp,wp_ee,wp_er,wp_se,wp_fw,t_nwp,nwp_hm,nwp_st,nwp_re,nwp_care,nwp_oth,plw_same,plw_diff_hk,plw_diff_kln,plw_diff_nt,plw_diff_oth,plw_nofix,plw_hm,plw_out,mearn_xfw_sb_1,mearn_xfw_sb_2,mearn_xfw_sb_3,t_mmearn,mearn_xfdhfw_sb_1,mearn_xfdhfw_sb_2,mearn_xfdhfw_sb_3,t_mmearn_xfdh,wp_a,wp_b,wp_c,wp_d,wp_e,wp_f,wp_g,wp_h,wp_i,wp_j,wp_k,wp_l,wp_m,wp_n,wp_o,wp_p,wp_q,wp_r,wp_s,wp_t,whr_1,whr_2,whr_3,whr_4,whr_5,whr_6,dh,dhz_1,dhz_2,dhz_3,dhz_4,dhz_5,dhz_6,adhz,dhc_nc,dhc_re,dhc_oth,dhi_sb_1,dhi_sb_2,dhi_sb_3,dhi_sb_4,ma_hh,dhi_sb_e1,dhi_sb_e2,dhi_sb_e3,dhi_sb_e4,ma_econhh,dhm_loan,dhm_lr,dm_r,dmr_ir,fa_m,full_address,full_address_alt,latitude,longitude
60362,East Point City,東港城,5757.0,2586.0,3171.0,816.0,941.0,363.0,1509.0,2211.0,733.0,45.6,46.0,45.4,4438.0,935.0,384,5397.0,239,81,-,40,474.0,1584.0,62,523.0,1830.0,343.0,5129.0,82,56,227,48,93.1,89.7,91.8,89.2,249.0,1742.0,2825.0,477,195,421,32,64,3006.0,2830.0,24,143.0,9,2751.0,248.0,1139.0,810.0,145,409.0,269,826,1028.0,171.0,142,205.0,348.0,17,443.0,471.0,2083.0,30000.0,131.0,471.0,2083.0,33290.0,489,531,943.0,332.0,248.0,71,28,364.0,-,124,183.0,339.0,94,158,241,308.0,433.0,754.0,372.0,-,174.0,110.0,1208.0,921.0,459.0,134.0,2044.0,280.0,611.0,573.0,376.0,204,-,2.8,1552.0,196.0,296.0,207.0,149.0,459.0,1229,51040.0,31,106,441.0,1180,59040.0,13500,18.7,16000,25.8,49.0,"East Point City, Hong Kong","東港城, Hong Kong",22.3163916,114.2654772
20022,Elegance Garden,富雅花園,3034.0,1424.0,1610.0,884.0,222.0,244.0,697.0,1194.0,677.0,53.5,54.3,53.3,2209.0,757.0,68,2953.0,6,62,-,13,412.0,848.0,21,495.0,883.0,153.0,2884.0,37,12,6,17,94.5,64.8,93.3,62.8,594.0,1476.0,742.0,186,-,82,39,-,1388.0,1281.0,11,96.0,-,1646.0,225.0,301.0,748.0,47,325.0,182,201,299.0,287.0,144,151.0,87.0,37,195.0,484.0,709.0,20000.0,127.0,484.0,709.0,20000.0,54,143,295.0,262.0,243.0,101,90,200.0,-,58,125.0,197.0,161,69,55,78.0,181.0,377.0,87.0,-,76.0,62.0,521.0,563.0,131.0,35.0,1023.0,83.0,374.0,260.0,192.0,57,57,3.0,660.0,256.0,107.0,237.0,172.0,227.0,387,25170.0,81,143,216.0,387,32780.0,17000,34.8,**,**,55.0,"Elegance Garden, Hong Kong","富雅花園, Hong Kong",22.4445553,114.1673328
60406,Fairview Park,錦綉花園,14881.0,6344.0,8537.0,743.0,1406.0,1133.0,4164.0,5505.0,2673.0,48.4,51.3,46.8,10438.0,2275.0,2168,12892.0,717,1021,80,171,1486.0,3839.0,276,1985.0,4821.0,1068.0,12940.0,94,11,1138,291,86.2,83.9,85.2,81.9,1037.0,6057.0,6381.0,234,128,285,1072,40,8188.0,6798.0,616,717.0,57,6693.0,697.0,1798.0,3206.0,213,779.0,266,970,1727.0,2129.0,171,557.0,2147.0,221,2119.0,1290.0,4722.0,22410.0,358.0,1290.0,4722.0,30000.0,1285,1351,1760.0,903.0,631.0,198,173,1887.0,-,238,402.0,1374.0,438,164,176,512.0,1274.0,1587.0,2006.0,17,434.0,808.0,2968.0,2463.0,1099.0,416.0,4502.0,334.0,1352.0,1037.0,768.0,625,386,3.3,3125.0,878.0,499.0,560.0,361.0,618.0,2963,64380.0,52,246,505.0,2743,78800.0,15000,20,25000,32.1,85.0,"Fairview Park, Hong Kong","錦綉花園, Hong Kong",22.479437,114.0460478
60410,Fanling Centre,粉嶺中心,5146.0,2349.0,2797.0,840.0,552.0,481.0,1356.0,1998.0,759.0,48.4,48.1,48.6,3542.0,1359.0,245,4938.0,78,49,76,5,668.0,1328.0,64,710.0,1500.0,324.0,4631.0,49,52,149,31,94.3,77.2,92.7,75.6,515.0,2154.0,1925.0,465,21,112,178,-,2403.0,2200.0,50,145.0,8,2743.0,372.0,721.0,852.0,133,665.0,341,216,423.0,718.0,126,337.0,186.0,56,300.0,895.0,1200.0,20000.0,173.0,895.0,1200.0,20000.0,198,354,499.0,424.0,406.0,121,109,292.0,-,85,163.0,364.0,196,173,105,92.0,360.0,666.0,199.0,-,174.0,149.0,898.0,842.0,221.0,119.0,1962.0,482.0,448.0,527.0,398.0,56,51,2.6,1220.0,241.0,501.0,420.0,323.0,578.0,641,27140.0,152,279,578.0,627,32570.0,6500,18,12000,45.7,44.0,"Fanling Centre, Hong Kong","粉嶺中心, Hong Kong",22.4904404,114.1415117
60412,Fanling Town Center,粉嶺名都,2904.0,1439.0,1465.0,982.0,457.0,169.0,807.0,968.0,503.0,46.0,47.3,45.8,1813.0,1008.0,83,2851.0,12,31,-,10,249.0,903.0,48,339.0,837.0,71.0,2648.0,57,54,12,6,97.4,73.1,96.8,70.0,410.0,1278.0,759.0,313,-,61,97,15,1420.0,1242.0,39,134.0,5,1484.0,134.0,473.0,534.0,90,253.0,231,178,275.0,271.0,52,339.0,58.0,16,142.0,433.0,840.0,23000.0,94.0,433.0,840.0,24000.0,71,229,307.0,252.0,173.0,160,34,189.0,5,133,133.0,220.0,47,77,49,171.0,277.0,234.0,74.0,5,106.0,74.0,602.0,428.0,112.0,98.0,1106.0,258.0,250.0,323.0,241.0,24,10,2.6,724.0,100.0,282.0,204.0,137.0,278.0,487,34260.0,11,96,264.0,487,50370.0,9300,21.4,11500,19.2,37.0,"Fanling Town Center, Hong Kong","粉嶺名都, Hong Kong",22.4923223,114.1395595
60421,Festival City,名城,14457.0,6093.0,8364.0,728.0,2829.0,1398.0,5111.0,4298.0,821.0,38.3,39.5,37.9,8702.0,3541.0,2214,12386.0,951,528,16,576,1182.0,3437.0,79,1882.0,4462.0,586.0,10007.0,1736,158,1475,478,86.4,91.2,84.6,89.7,533.0,3664.0,7431.0,1367,253,1620,387,28,7397.0,6514.0,435,448.0,-,7060.0,873.0,3844.0,1068.0,324,951.0,283,1423,1784.0,864.0,136,908.0,1774.0,225,1847.0,718.0,4832.0,30000.0,322.0,718.0,4832.0,40000.0,1629,1674,1299.0,674.0,354.0,128,13,1626.0,-,187,364.0,1092.0,243,68,358,1028.0,892.0,1496.0,1669.0,-,428.0,414.0,2967.0,2282.0,775.0,531.0,3968.0,304.0,535.0,973.0,1034.0,883,239,3.6,3023.0,509.0,436.0,378.0,428.0,269.0,2893,80010.0,92,308,229.0,2818,91410.0,20000,20.7,23500,28.9,69.0,"Festival City, Hong Kong","名城, Hong Kong",22.3688545,114.1750376
60429,Flora Plaza,花都廣場,6622.0,3098.0,3524.0,879.0,962.0,567.0,2060.0,2334.0,699.0,42.0,42.5,41.4,4835.0,1497.0,290,6347.0,96,94,-,85,634.0,1819.0,152,729.0,2000.0,326.0,5897.0,144,42,154,49,95.7,81.6,94.8,79.0,447.0,2669.0,2544.0,573,-,210,299,-,3411.0,3259.0,43,109.0,-,3211.0,398.0,1105.0,903.0,184,621.0,279,353,944.0,987.0,168,391.0,218.0,71,390.0,961.0,2060.0,21250.0,186.0,961.0,2060.0,22000.0,316,414,980.0,486.0,517.0,269,132,297.0,-,247,320.0,439.0,240,159,125,228.0,536.0,812.0,270.0,35,118.0,163.0,1408.0,1170.0,364.0,188.0,2539.0,471.0,762.0,738.0,438.0,119,11,2.6,1753.0,267.0,519.0,408.0,256.0,669.0,1206,36480.0,74,173,633.0,1206,42140.0,8100,17.1,11500,32.5,36.0,"Flora Plaza, Hong Kong","花都廣場, Hong Kong",22.4854759,114.1413863
60454,Fortress Garden,富澤花園,3860.0,1605.0,2255.0,712.0,537.0,243.0,1116.0,1210.0,754.0,45.5,46.6,44.7,2492.0,716.0,652,3214.0,287,120,-,239,305.0,928.0,44,600.0,1233.0,213.0,2942.0,195,74,390,188,85.9,89.2,85.5,87.6,189.0,1052.0,2082.0,347,217,56,32,-,2129.0,1950.0,90,89.0,-,1731.0,139.0,678.0,698.0,68,148.0,277,573,354.0,194.0,54,182.0,443.0,52,534.0,347.0,1248.0,27500.0,140.0,347.0,1248.0,35870.0,368,532,400.0,192.0,158.0,16,7,456.0,-,64,35.0,247.0,93,-,107,243.0,440.0,433.0,467.0,-,81.0,181.0,836.0,711.0,195.0,125.0,1225.0,123.0,264.0,347.0,320.0,138,33,3.2,946.0,117.0,162.0,160.0,78.0,157.0,830,60420.0,-,61,128.0,809,80610.0,19480,20.1,27000,28.6,61.0,"Fortress Garden, Hong Kong","富澤花園, Hong Kong",22.2872544,114.1942586
10029,Fortune Estate,幸福邨,4587.0,2254.0,2333.0,966.0,406.0,277.0,1030.0,1484.0,1390.0,55.0,54.2,55.8,2303.0,2246.0,38,4495.0,14,-,-,78,756.0,888.0,364,605.0,943.0,625.0,4334.0,75,62,-,32,95.2,50.1,91.7,46.7,1339.0,2078.0,764.0,415,10,80,79,8,1731.0,1538.0,32,149.0,12,2856.0,182.0,545.0,1348.0,194,587.0,414,300,349.0,286.0,24,320.0,14.0,24,421.0,799.0,499.0,14500.0,407.0,799.0,499.0,14500.0,36,79,280.0,237.0,562.0,180,58,299.0,-,45,180.0,341.0,96,265,56,40.0,323.0,235.0,142.0,8,153.0,189.0,415.0,707.0,204.0,63.0,2044.0,821.0,464.0,397.0,228.0,83,51,2.2,909.0,304.0,831.0,865.0,499.0,451.0,229,11810.0,193,343,451.0,229,23750.0,-,-,3250,19.6,35.0,"Fortune Estate, Hong Kong","幸福邨, Hong Kong",22.3355817,114.1539651
10030,Fu Cheong Estate,富昌邨,15655.0,7584.0,8071.0,940.0,1013.0,1331.0,4632.0,4693.0,3986.0,50.2,44.3,52.2,6690.0,8678.0,287,15416.0,12,39,11,177,2702.0,3634.0,616,2039.0,3766.0,1885.0,14139.0,230,770,45,81,94.2,54.9,91.1,51.1,3961.0,6946.0,3735.0,873,96,292,175,39,6942.0,6374.0,56,496.0,16,8713.0,1155.0,1388.0,3795.0,261,2114.0,1192,1370,1876.0,720.0,271,1373.0,63.0,77,1311.0,3562.0,2053.0,15000.0,1268.0,3562.0,2053.0,15000.0,155,505,1260.0,919.0,1863.0,600,316,1296.0,28,154,756.0,834.0,683,865,360,337.0,1477.0,1215.0,225.0,36,661.0,621.0,2135.0,2382.0,773.0,370.0,5864.0,1643.0,1141.0,1482.0,1029.0,409,160,2.6,2963.0,1203.0,1698.0,1826.0,1262.0,1569.0,1207,18000.0,380,1000,1569.0,1207,26610.0,-,-,3230,15.8,34.0,"Fu Cheong Estate, Hong Kong","富昌邨, Hong Kong",22.3284299,114.1548222
10031,Fu Heng Estate,富亨邨,15393.0,7573.0,7820.0,968.0,901.0,751.0,5178.0,4994.0,3569.0,53.6,48.5,55.5,9656.0,5442.0,295,15195.0,16,99,14,69,2500.0,4059.0,541,2158.0,4014.0,1220.0,14733.0,176,172,16,12,95.5,58.3,92.0,55.2,4067.0,6965.0,3460.0,726,95,46,243,40,7859.0,7117.0,150,586.0,6,7534.0,957.0,1177.0,3413.0,238,1749.0,2177,693,1531.0,1195.0,351,1675.0,171.0,66,1246.0,3948.0,2659.0,15000.0,1131.0,3948.0,2659.0,15000.0,309,559,1412.0,1042.0,1972.0,531,688,1333.0,13,333,802.0,1252.0,953,721,224,408.0,1390.0,1410.0,330.0,36,680.0,681.0,2242.0,3082.0,781.0,393.0,5500.0,847.0,1576.0,1594.0,993.0,316,174,2.8,3639.0,926.0,935.0,1123.0,1243.0,1629.0,1505,23810.0,374,974,1604.0,1496,30910.0,3770,12.5,1780,11.7,37.0,"Fu Heng Estate, Hong Kong","富亨邨, Hong Kong",22.4586336,114.1713224
20025,Fu Keung Court,富強苑,3557.0,1596.0,1961.0,814.0,203.0,327.0,782.0,1255.0,990.0,55.4,53.9,56.1,2650.0,708.0,199,3408.0,62,87,-,-,520.0,978.0,48,470.0,1069.0,269.0,3303.0,46,50,57,54,94.5,74.6,93.5,73.2,457.0,1682.0,1215.0,139,42,189,19,-,1819.0,1688.0,36,77.0,18,1738.0,185.0,451.0,841.0,33,228.0,68,393,550.0,327.0,52,244.0,149.0,36,338.0,699.0,764.0,17500.0,189.0,699.0,764.0,18500.0,115,190,514.0,259.0,325.0,58,37,321.0,-,42,42.0,266.0,150,93,62,65.0,316.0,483.0,300.0,-,196.0,117.0,492.0,719.0,232.0,63.0,1283.0,165.0,516.0,307.0,163.0,97,35,2.7,755.0,345.0,183.0,243.0,310.0,279.0,451,21970.0,104,155,279.0,451,36500.0,8060,12.2,**,**,54.0,"Fu Keung Court, Hong Kong","富強苑, Hong Kong",22.3401896,114.1846634
20026,Fu Ning Garden,富寧花園,6988.0,3266.0,3722.0,877.0,521.0,473.0,1758.0,2506.0,1730.0,51.1,50.1,54.1,5119.0,1491.0,378,6599.0,115,165,-,109,859.0,1894.0,214,991.0,2049.0,460.0,6550.0,100,13,80,92,95.1,72.2,92.9,70.4,1214.0,3008.0,2245.0,512,16,226,118,-,3657.0,3424.0,57,176.0,-,3331.0,350.0,791.0,1567.0,71,552.0,427,783,1044.0,161.0,159,718.0,327.0,38,680.0,1502.0,1475.0,17000.0,396.0,1502.0,1475.0,18000.0,251,446,814.0,586.0,543.0,317,178,522.0,-,96,482.0,449.0,306,250,109,267.0,600.0,654.0,444.0,-,268.0,211.0,1271.0,1243.0,435.0,229.0,2350.0,236.0,634.0,771.0,418.0,247,44,3.0,1499.0,542.0,309.0,385.0,339.0,679.0,947,32640.0,79,286,658.0,947,38230.0,11800,20,13500,20.3,55.0,"Fu Ning Garden, Hong Kong","富寧花園, Hong Kong",22.3193375,114.2677644
10032,Fu Shan Estate,富山邨,5572.0,2885.0,2687.0,1074.0,559.0,498.0,1606.0,1610.0,1299.0,46.8,42.8,49.2,2881.0,2548.0,143,5446.0,48,31,-,47,893.0,1418.0,217,472.0,1343.0,670.0,5051.0,105,243,48,34,93.6,57.4,89.9,50.8,1542.0,2620.0,851.0,402,63,232,139,-,2468.0,2255.0,-,213.0,-,3104.0,359.0,767.0,1384.0,75,519.0,197,286,707.0,401.0,153,581.0,143.0,-,600.0,1330.0,538.0,15000.0,521.0,1330.0,538.0,15000.0,75,92,159.0,440.0,786.0,332,143,441.0,-,87,453.0,335.0,260,440,34,51.0,308.0,266.0,217.0,17,273.0,151.0,676.0,811.0,445.0,112.0,2239.0,527.0,651.0,705.0,236.0,69,51,2.5,1350.0,337.0,552.0,653.0,700.0,619.0,267,16750.0,145,602,590.0,267,21060.0,-,-,1960,12.5,32.0,"Fu Shan Estate, Hong Kong","富山邨, Hong Kong",22.3426039,114.2090931
10033,Fu Shin Estate,富善邨,13198.0,6254.0,6944.0,901.0,837.0,657.0,3767.0,3952.0,3985.0,53.1,52.3,54.2,8130.0,4531.0,537,12850.0,15,194,-,139,1903.0,3332.0,537,1623.0,3255.0,1711.0,12365.0,143,318,15,98,94.3,51.2,91.9,49.1,3991.0,6089.0,2281.0,852,29,128,118,22,6171.0,5807.0,44,320.0,-,7027.0,624.0,1119.0,3648.0,363,1273.0,1614,472,1062.0,1095.0,517,1139.0,240.0,32,1089.0,2963.0,2119.0,15000.0,951.0,2963.0,2119.0,15000.0,256,338,722.0,928.0,1735.0,588,487,1087.0,30,419,702.0,972.0,739,629,137,194.0,1055.0,948.0,356.0,20,441.0,690.0,1581.0,2490.0,576.0,393.0,5344.0,1145.0,1979.0,1268.0,549.0,323,80,2.5,2992.0,1158.0,1194.0,1371.0,1268.0,1655.0,1050,20140.0,320,922,1639.0,1050,25750.0,3200,11.6,1480,10.7,35.0,"Fu Shin Estate, Hong Kong","富善邨, Hong Kong",22.4541017,114.1758788
10034,Fu Tai Estate,富泰邨,16659.0,8348.0,8311.0,1004.0,1393.0,1779.0,5632.0,5393.0,2462.0,41.3,38.2,45.3,8940.0,7403.0,316,16041.0,40,49,-,529,3311.0,3813.0,519,2529.0,3746.0,1348.0,15430.0,25,494,21,331,94.9,60.4,92.0,55.8,4112.0,7327.0,3827.0,1683,118,348,261,20,7928.0,7411.0,21,492.0,4,8731.0,1379.0,2081.0,2881.0,394,1996.0,1944,604,1294.0,1446.0,425,2054.0,128.0,33,1378.0,4202.0,2344.0,15000.0,1325.0,4202.0,2344.0,15000.0,178,310,1284.0,1207.0,2030.0,780,483,1598.0,58,307,1286.0,1290.0,822,828,246,265.0,1284.0,1084.0,458.0,58,543.0,610.0,2164.0,3282.0,912.0,417.0,4959.0,700.0,780.0,1235.0,1081.0,786,377,3.4,2713.0,1528.0,718.0,964.0,1045.0,1530.0,1420,25150.0,315,892,1523.0,1420,31470.0,-,-,2710,10.3,43.0,"Fu Tai Estate, Hong Kong","富泰邨, Hong Kong",22.4133099,113.9842566
10035,Fu Tung Estate,富東邨,5254.0,2625.0,2629.0,998.0,618.0,483.0,1809.0,1403.0,941.0,41.3,37.4,44.0,3624.0,1365.0,265,4868.0,-,51,-,335,872.0,1204.0,191,779.0,1214.0,376.0,4661.0,129,102,9,188,94.6,72.4,91.9,68.4,995.0,2488.0,1153.0,416,49,82,161,14,2685.0,2586.0,24,75.0,-,2569.0,290.0,742.0,879.0,102,556.0,419,433,387.0,386.0,644,344.0,51.0,21,416.0,1657.0,612.0,15000.0,365.0,1657.0,612.0,15000.0,22,98,677.0,458.0,663.0,96,148,516.0,7,87,167.0,310.0,400,367,108,81.0,612.0,338.0,205.0,10,147.0,216.0,942.0,1027.0,233.0,120.0,1617.0,150.0,303.0,495.0,436.0,156,77,3.2,1068.0,381.0,168.0,154.0,460.0,523.0,480,25850.0,14,413,523.0,480,27320.0,-,-,2610,10.1,43.0,"Fu Tung Estate, Hong Kong","富東邨, Hong Kong",22.2869506,113.94185
10036,Fuk Loi Estate,福來邨,6905.0,3129.0,3776.0,829.0,530.0,561.0,1518.0,2210.0,2086.0,53.4,52.7,53.9,3402.0,3257.0,246,6733.0,34,85,-,53,995.0,1546.0,273,1064.0,1573.0,924.0,6111.0,202,384,18,88,87.5,49.9,83.7,46.7,1850.0,3402.0,1123.0,447,19,165,291,-,2826.0,2603.0,38,185.0,-,4079.0,304.0,868.0,2165.0,78,664.0,603,286,483.0,395.0,154,709.0,196.0,-,739.0,1332.0,755.0,14500.0,620.0,1332.0,755.0,15000.0,91,94,337.0,432.0,735.0,278,202,657.0,-,93,341.0,439.0,338,341,67,109.0,451.0,372.0,270.0,5,236.0,346.0,888.0,847.0,334.0,175.0,3014.0,778.0,1054.0,782.0,337.0,53,10,2.3,1816.0,347.0,851.0,954.0,878.0,926.0,256,16000.0,156,641,917.0,256,21290.0,-,-,1920,10.6,30.0,"Fuk Loi Estate, Hong Kong","福來邨, Hong Kong",22.3734581,114.1138741
20027,Fullview Garden,富景花園,9175.0,3954.0,5221.0,757.0,471.0,881.0,2043.0,3874.0,1906.0,53.2,54.9,52.4,6953.0,1768.0,454,8749.0,137,228,-,61,1142.0,2366.0,240,1500.0,2670.0,786.0,8507.0,11,262,199,47,94.2,74.4,92.5,72.4,1356.0,4284.0,3064.0,540,202,222,173,-,4888.0,4403.0,119,366.0,-,4287.0,601.0,892.0,1847.0,115,832.0,908,1522,1056.0,198.0,101,624.0,429.0,50,894.0,1283.0,2711.0,20000.0,548.0,1283.0,2711.0,20900.0,527,658,1070.0,896.0,666.0,212,264,595.0,-,178,305.0,656.0,320,322,203,569.0,829.0,935.0,571.0,-,380.0,255.0,1720.0,1589.0,474.0,470.0,3065.0,265.0,997.0,767.0,666.0,289,81,3.0,2086.0,689.0,290.0,439.0,328.0,820.0,1478,37040.0,71,285,807.0,1478,45210.0,11090,18.4,**,**,55.0,"Fullview Garden, Hong Kong","富景花園, Hong Kong",22.2625288,114.2519624
20029,Fung Shing Court,豐盛苑,5950.0,2794.0,3156.0,885.0,659.0,352.0,1616.0,1765.0,1558.0,50.4,44.9,51.4,4343.0,1370.0,237,5751.0,67,106,-,26,700.0,1564.0,132,713.0,1735.0,447.0,5474.0,69,13,128,22,94.2,71.5,91.2,69.1,1160.0,2464.0,1667.0,588,-,74,93,29,2827.0,2658.0,69,100.0,-,3123.0,244.0,686.0,1562.0,137,494.0,510,460,973.0,293.0,91,296.0,200.0,4,452.0,888.0,1487.0,20000.0,279.0,888.0,1487.0,20000.0,273,340,685.0,399.0,474.0,254,94,300.0,8,106,153.0,571.0,256,169,207,162.0,402.0,561.0,229.0,11,211.0,213.0,944.0,1024.0,284.0,151.0,2299.0,360.0,806.0,725.0,293.0,73,42,2.6,1570.0,254.0,475.0,611.0,295.0,636.0,757,27730.0,112,198,613.0,757,37110.0,11000,25,11300,33,35.0,"Fung Shing Court, Hong Kong","豐盛苑, Hong Kong",22.3718007,114.1886788
10037,Fung Tak Estate,鳳德邨,12066.0,5361.0,6705.0,800.0,713.0,791.0,2788.0,4638.0,3136.0,54.8,54.2,55.6,8240.0,3554.0,272,11773.0,-,171,-,122,1708.0,2697.0,599,1969.0,2647.0,1733.0,11546.0,51,154,20,56,94.3,62.3,90.0,60.0,3189.0,5682.0,2482.0,822,42,141,155,9,5829.0,5369.0,51,409.0,-,6237.0,651.0,975.0,3069.0,317,1225.0,773,803,2051.0,708.0,138,1124.0,218.0,14,1046.0,2989.0,1794.0,15000.0,886.0,2989.0,1794.0,15000.0,189,329,1005.0,1261.0,1349.0,336,385,963.0,12,181,389.0,1125.0,543,499,126,260.0,1211.0,1131.0,358.0,6,374.0,553.0,2094.0,1778.0,583.0,447.0,5010.0,1445.0,1469.0,1143.0,603.0,285,65,2.4,2237.0,1282.0,1491.0,1421.0,1176.0,1480.0,933,19340.0,319,1049,1427.0,933,24370.0,5090,19.1,1610,14,41.0,"Fung Tak Estate, Hong Kong","鳳德邨, Hong Kong",22.3442985,114.2009152
10038,Fung Wah Estate,峰華邨,3303.0,1408.0,1895.0,743.0,273.0,310.0,883.0,976.0,861.0,50.2,45.8,52.7,2360.0,775.0,168,3077.0,17,45,-,164,544.0,616.0,75,534.0,749.0,512.0,3097.0,-,27,11,50,90.9,63.6,89.4,61.4,873.0,1538.0,619.0,247,47,57,13,22,1520.0,1414.0,10,57.0,39,1783.0,115.0,355.0,867.0,60,386.0,408,332,305.0,128.0,19,259.0,60.0,9,171.0,800.0,510.0,15000.0,126.0,800.0,510.0,15000.0,81,65,301.0,210.0,405.0,127,69,262.0,-,81,87.0,292.0,125,57,79,67.0,398.0,189.0,145.0,-,157.0,28.0,411.0,661.0,172.0,91.0,1234.0,288.0,290.0,386.0,163.0,30,77,2.7,664.0,282.0,288.0,360.0,209.0,378.0,287,24390.0,141,192,378.0,287,27670.0,3000,13.8,1820,13.4,36.0,"Fung Wah Estate, Hong Kong","峰華邨, Hong Kong",22.260698,114.2311725
10207,Fung Wo Estate,豐和邨,3435.0,1561.0,1874.0,833.0,449.0,406.0,743.0,1027.0,810.0,46.4,45.2,46.6,1732.0,1584.0,119,3345.0,-,19,-,71,442.0,752.0,125,433.0,750.0,484.0,3139.0,89,133,-,14,97.5,58.6,91.5,54.2,650.0,1752.0,584.0,548,31,84,87,-,1366.0,1223.0,9,107.0,27,2069.0,196.0,703.0,708.0,57,405.0,376,91,291.0,219.0,51,292.0,19.0,27,341.0,757.0,241.0,13000.0,322.0,757.0,241.0,13000.0,-,18,128.0,268.0,600.0,77,73,202.0,-,54,132.0,196.0,110,253,27,25.0,215.0,238.0,100.0,16,163.0,194.0,327.0,408.0,170.0,104.0,1564.0,538.0,476.0,327.0,151.0,72,-,2.2,855.0,151.0,558.0,559.0,516.0,412.0,77,13000.0,205,388,402.0,77,18050.0,-,-,1960,14.6,22.0,"Fung Wo Estate, Hong Kong","豐和邨, Hong Kong",22.3876137,114.1929292
60496,Galaxia,星河明居,4964.0,2205.0,2759.0,799.0,780.0,525.0,1294.0,1897.0,468.0,43.5,44.7,43.9,3867.0,587.0,510,4468.0,235,137,62,62,425.0,1257.0,50,662.0,1501.0,289.0,4214.0,55,96,423,38,88.9,88.7,87.8,87.5,253.0,1372.0,2559.0,155,126,542,241,15,2693.0,2507.0,67,119.0,-,2271.0,165.0,1178.0,586.0,157,185.0,128,738,742.0,434.0,43,150.0,412.0,46,462.0,337.0,1894.0,37620.0,117.0,337.0,1894.0,40000.0,534,824,490.0,235.0,183.0,11,15,401.0,-,125,107.0,272.0,58,73,160,334.0,331.0,773.0,415.0,45,73.0,184.0,1143.0,805.0,282.0,206.0,1584.0,144.0,374.0,484.0,374.0,132,76,3.1,1236.0,171.0,177.0,141.0,90.0,212.0,1141,71350.0,14,32,143.0,1125,82270.0,12000,16.1,19000,22.1,55.0,"Galaxia, Hong Kong","星河明居, Hong Kong",22.3408772,114.2020247
60500,Garden Rivera,河畔花園,2624.0,1063.0,1561.0,681.0,318.0,55.0,1262.0,661.0,328.0,40.2,39.8,40.4,1739.0,808.0,77,2498.0,14,-,-,112,268.0,657.0,34,392.0,635.0,320.0,2171.0,213,68,48,26,97.8,79.8,96.7,77.5,183.0,1087.0,1036.0,274,14,13,12,12,1508.0,1473.0,-,35.0,-,1116.0,81.0,356.0,378.0,98,203.0,254,368,421.0,247.0,39,144.0,24.0,11,106.0,552.0,850.0,21300.0,92.0,552.0,850.0,21800.0,107,207,379.0,232.0,282.0,89,58,154.0,-,66,105.0,212.0,174,60,145,116.0,265.0,275.0,90.0,-,51.0,61.0,649.0,542.0,151.0,54.0,1431.0,604.0,575.0,176.0,51.0,25,-,1.8,683.0,61.0,687.0,319.0,216.0,425.0,471,27100.0,113,151,425.0,442,34100.0,10500,24.1,10700,28.2,23.0,"Garden Rivera, Hong Kong","河畔花園, Hong Kong",22.3813236,114.1954286
20031,Glorious Garden,富健花園,9153.0,4509.0,4644.0,971.0,765.0,966.0,2472.0,3141.0,1809.0,47.5,45.5,49.0,6436.0,2445.0,272,8948.0,56,125,-,24,1363.0,2568.0,101,1230.0,2635.0,491.0,8774.0,34,45,43,37,96.2,65.6,93.6,63.7,1712.0,4655.0,2021.0,802,13,198,155,19,4758.0,4358.0,65,335.0,-,4395.0,596.0,1147.0,1476.0,204,972.0,1234,327,739.0,1094.0,255,837.0,199.0,73,817.0,2048.0,1893.0,16000.0,631.0,2048.0,1893.0,16500.0,214,297,854.0,712.0,1126.0,433,323,799.0,-,278,465.0,802.0,639,390,172,150.0,670.0,842.0,335.0,15,210.0,385.0,1341.0,1962.0,419.0,441.0,2959.0,321.0,709.0,939.0,575.0,275,140,3.1,2070.0,539.0,350.0,404.0,563.0,810.0,1182,31990.0,157,494,776.0,1163,35070.0,5500,13.2,**,**,55.0,"Glorious Garden, Hong Kong","富健花園, Hong Kong",22.3831967,113.9655421
